stusps,state,hud_area_code,countyname,hud_area_name,fips,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
IN,18,METRO18020M18020,Bartholomew County,"Columbus, IN MSA",1800599999,82371,1233,1257,1415,1697,2000
IN,18,METRO29200M29140,Benton County,"Lafayette-West Lafayette, IN HUD Metro FMR Area",1800799999,8709,894,1032,1242,1489,1992
IN,18,NCNTY18009N18009,Blackford County,"Blackford County, IN",1800999999,12074,685,766,956,1268,1555
IN,18,METRO26900M26900,Boone County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1801199999,71235,1118,1267,1473,1907,2338
IN,18,METRO26900M26900,Brown County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1801399999,15513,1118,1267,1473,1907,2338
IN,18,METRO29200N18015,Carroll County,"Carroll County, IN HUD Metro FMR Area",1801599999,20397,709,742,973,1219,1328
IN,18,NCNTY18017N18017,Cass County,"Cass County, IN",1801799999,37820,791,796,956,1278,1282
IN,18,METRO31140M31140,Clark County,"Louisville, KY-IN HUD Metro FMR Area",1801999999,121484,966,1047,1272,1625,1891
IN,18,METRO45460M45460,Clay County,"Terre Haute, IN HUD Metro FMR Area",1802199999,26396,859,864,1094,1312,1535
IN,18,NCNTY18023N18023,Clinton County,"Clinton County, IN",1802399999,33020,731,804,1007,1328,1343
IN,18,NCNTY18025N18025,Crawford County,"Crawford County, IN",1802599999,10511,685,852,956,1330,1508
IN,18,NCNTY18027N18027,Daviess County,"Daviess County, IN",1802799999,33337,719,764,1003,1243,1328
IN,18,METRO17140M17140,Dearborn County,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1802999999,50709,958,1051,1353,1785,1976
IN,18,NCNTY18031N18031,Decatur County,"Decatur County, IN",1803199999,26432,768,816,1071,1284,1418
IN,18,NCNTY18033N18033,DeKalb County,"DeKalb County, IN",1803399999,43312,688,732,960,1195,1271
IN,18,METRO34620M34620,Delaware County,"Muncie, IN MSA",1803599999,112156,803,845,1043,1349,1685
IN,18,NCNTY18037N18037,Dubois County,"Dubois County, IN",1803799999,43584,685,729,956,1328,1604
IN,18,METRO21140M21140,Elkhart County,"Elkhart-Goshen, IN MSA",1803999999,206841,968,992,1183,1553,1581
IN,18,NCNTY18041N18041,Fayette County,"Fayette County, IN",1804199999,23391,659,754,956,1184,1266
IN,18,METRO31140M31140,Floyd County,"Louisville, KY-IN HUD Metro FMR Area",1804399999,80191,966,1047,1272,1625,1891
IN,18,NCNTY18045N18045,Fountain County,"Fountain County, IN",1804599999,16468,685,729,956,1178,1604
IN,18,METRO17140M18047,Franklin County,"Franklin County, IN HUD Metro FMR Area",1804799999,22850,796,861,1117,1473,1479
IN,18,NCNTY18049N18049,Fulton County,"Fulton County, IN",1804999999,20420,689,733,962,1153,1274
IN,18,NCNTY18051N18051,Gibson County,"Gibson County, IN",1805199999,33006,766,771,1001,1262,1361
IN,18,NCNTY18053N18053,Grant County,"Grant County, IN",1805399999,66560,698,767,956,1257,1412
IN,18,NCNTY18055N18055,Greene County,"Greene County, IN",1805599999,30900,724,729,956,1206,1330
IN,18,METRO26900M26900,Hamilton County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1805799999,349527,1118,1267,1473,1907,2338
IN,18,METRO26900M26900,Hancock County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1805999999,80170,1118,1267,1473,1907,2338
IN,18,METRO31140M31140,Harrison County,"Louisville, KY-IN HUD Metro FMR Area",1806199999,39684,966,1047,1272,1625,1891
IN,18,METRO26900M26900,Hendricks County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1806399999,175639,1118,1267,1473,1907,2338
IN,18,NCNTY18065N18065,Henry County,"Henry County, IN",1806599999,48913,771,775,956,1146,1266
IN,18,METRO29020M29020,Howard County,"Kokomo, IN MSA",1806799999,83452,884,890,1123,1388,1567
IN,18,NCNTY18069N18069,Huntington County,"Huntington County, IN",1806999999,36699,685,731,956,1239,1483
IN,18,NCNTY18071N18071,Jackson County,"Jackson County, IN",1807199999,46212,802,807,1059,1328,1402
IN,18,METRO16980N18073,Jasper County,"Jasper County, IN HUD Metro FMR Area",1807399999,33045,889,895,1174,1535,1554
IN,18,NCNTY18075N18075,Jay County,"Jay County, IN",1807599999,20451,685,729,956,1261,1266
IN,18,NCNTY18077N18077,Jefferson County,"Jefferson County, IN",1807799999,33057,669,818,971,1201,1524
IN,18,NCNTY18079N18079,Jennings County,"Jennings County, IN",1807999999,27610,689,732,961,1337,1567
IN,18,METRO26900M26900,Johnson County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1808199999,161952,1118,1267,1473,1907,2338
IN,18,NCNTY18083N18083,Knox County,"Knox County, IN",1808399999,36148,725,729,956,1212,1266
IN,18,NCNTY18085N18085,Kosciusko County,"Kosciusko County, IN",1808599999,80442,875,881,1142,1385,1560
IN,18,NCNTY18087N18087,LaGrange County,"LaGrange County, IN",1808799999,40364,740,745,977,1171,1294
IN,18,METRO16980MM2960,Lake County,"Gary, IN HUD Metro FMR Area",1808999999,497682,959,1082,1317,1612,1744
IN,18,METRO33140M33140,LaPorte County,"Michigan City-La Porte, IN MSA",1809199999,112215,874,953,1152,1454,1680
IN,18,NCNTY18093N18093,Lawrence County,"Lawrence County, IN",1809399999,45113,685,729,956,1146,1447
IN,18,METRO26900M11300,Madison County,"Anderson, IN HUD Metro FMR Area",1809599999,130545,898,919,1206,1594,1597
IN,18,METRO26900M26900,Marion County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1809799999,971737,1118,1267,1473,1907,2338
IN,18,NCNTY18099N18099,Marshall County,"Marshall County, IN",1809999999,46208,722,824,1008,1225,1335
IN,18,NCNTY18101N18101,Martin County,"Martin County, IN",1810199999,9863,685,729,956,1146,1287
IN,18,NCNTY18103N18103,Miami County,"Miami County, IN",1810399999,35952,685,773,956,1146,1358
IN,18,METRO14020MM1020,Monroe County,"Bloomington, IN HUD Metro FMR Area",1810599999,140065,966,1072,1210,1572,1906
IN,18,NCNTY18107N18107,Montgomery County,"Montgomery County, IN",1810799999,38018,802,807,966,1281,1399
IN,18,METRO26900M26900,Morgan County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1810999999,71757,1118,1267,1473,1907,2338
IN,18,METRO16980MM2960,Newton County,"Gary, IN HUD Metro FMR Area",1811199999,13829,959,1082,1317,1612,1744
IN,18,NCNTY18113N18113,Noble County,"Noble County, IN",1811399999,47431,682,737,967,1159,1622
IN,18,METRO17140M17140,Ohio County,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",1811599999,5974,958,1051,1353,1785,1976
IN,18,NCNTY18117N18117,Orange County,"Orange County, IN",1811799999,19768,685,729,956,1330,1564
IN,18,METRO14020N18119,Owen County,"Owen County, IN HUD Metro FMR Area",1811999999,21361,770,798,956,1155,1509
IN,18,NCNTY18121N18121,Parke County,"Parke County, IN",1812199999,16327,691,735,964,1272,1276
IN,18,NCNTY18123N18123,Perry County,"Perry County, IN",1812399999,19186,683,729,956,1200,1604
IN,18,NCNTY18125N18125,Pike County,"Pike County, IN",1812599999,12227,685,729,956,1330,1347
IN,18,METRO16980MM2960,Porter County,"Gary, IN HUD Metro FMR Area",1812799999,173355,959,1082,1317,1612,1744
IN,18,METRO21780M21780,Posey County,"Evansville, IN MSA",1812999999,25226,853,860,1113,1370,1539
IN,18,NCNTY18131N18131,Pulaski County,"Pulaski County, IN",1813199999,12498,685,872,956,1330,1604
IN,18,NCNTY18133N18133,Putnam County,"Putnam County, IN",1813399999,36942,738,843,1030,1390,1634
IN,18,NCNTY18135N18135,Randolph County,"Randolph County, IN",1813599999,24586,675,841,956,1261,1266
IN,18,NCNTY18137N18137,Ripley County,"Ripley County, IN",1813799999,28990,681,752,987,1302,1307
IN,18,NCNTY18139N18139,Rush County,"Rush County, IN",1813999999,16716,685,762,956,1146,1266
IN,18,METRO43780M43780,St. Joseph County,"South Bend-Mishawaka, IN HUD Metro FMR Area",1814199999,272388,898,1105,1292,1567,1711
IN,18,NCNTY18143N18143,Scott County,"Scott County, IN",1814399999,24403,723,769,1009,1348,1353
IN,18,METRO26900M26900,Shelby County,"Indianapolis-Carmel, IN HUD Metro FMR Area",1814599999,44940,1118,1267,1473,1907,2338
IN,18,NCNTY18147N18147,Spencer County,"Spencer County, IN",1814799999,19935,659,729,956,1330,1382
IN,18,NCNTY18149N18149,Starke County,"Starke County, IN",1814999999,23308,685,729,956,1151,1517
IN,18,NCNTY18151N18151,Steuben County,"Steuben County, IN",1815199999,34507,784,790,1036,1337,1372
IN,18,METRO45460N18153,Sullivan County,"Sullivan County, IN HUD Metro FMR Area",1815399999,20791,758,783,1028,1251,1720
IN,18,NCNTY18155N18155,Switzerland County,"Switzerland County, IN",1815599999,9896,685,729,956,1280,1287
IN,18,METRO29200M29140,Tippecanoe County,"Lafayette-West Lafayette, IN HUD Metro FMR Area",1815799999,186955,894,1032,1242,1489,1992
IN,18,METRO26900N18159,Tipton County,"Tipton County, IN HUD Metro FMR Area",1815999999,15328,840,845,1109,1330,1725
IN,18,NCNTY18161N18161,Union County,"Union County, IN",1816199999,7041,685,729,956,1220,1477
IN,18,METRO21780M21780,Vanderburgh County,"Evansville, IN MSA",1816399999,179900,853,860,1113,1370,1539
IN,18,METRO45460M45460,Vermillion County,"Terre Haute, IN HUD Metro FMR Area",1816599999,15488,859,864,1094,1312,1535
IN,18,METRO45460M45460,Vigo County,"Terre Haute, IN HUD Metro FMR Area",1816799999,106355,859,864,1094,1312,1535
IN,18,NCNTY18169N18169,Wabash County,"Wabash County, IN",1816999999,31032,685,729,956,1146,1266
IN,18,METRO29200M18171,Warren County,"Warren County, IN HUD Metro FMR Area",1817199999,8454,688,845,956,1330,1376
IN,18,METRO21780M21780,Warrick County,"Evansville, IN MSA",1817399999,64065,853,860,1113,1370,1539
IN,18,METRO31140N18175,Washington County,"Washington County, IN HUD Metro FMR Area",1817599999,28133,749,753,988,1185,1308
IN,18,NCNTY18177N18177,Wayne County,"Wayne County, IN",1817799999,66522,724,729,956,1191,1266
IN,18,METRO23060N18179,Wells County,"Wells County, IN HUD Metro FMR Area",1817999999,28167,750,755,991,1203,1393
IN,18,NCNTY18181N18181,White County,"White County, IN",1818199999,24630,738,785,1030,1235,1364
IN,18,METRO23060M23060,Whitley County,"Fort Wayne, IN HUD Metro FMR Area",1818399999,34259,892,916,1113,1381,1512
IA,19,NCNTY19001N19001,Adair County,"Adair County, IA",1900199999,7479,687,706,926,1201,1285
IA,19,NCNTY19003N19003,Adams County,"Adams County, IA",1900399999,3680,692,711,933,1217,1235
IA,19,NCNTY19005N19005,Allamakee County,"Allamakee County, IA",1900599999,14046,682,754,919,1278,1399
IA,19,NCNTY19007N19007,Appanoose County,"Appanoose County, IA",1900799999,12279,682,700,919,1102,1306
IA,19,NCNTY19009N19009,Audubon County,"Audubon County, IA",1900999999,5651,682,838,919,1160,1423
IA,19,METRO16300N19011,Benton County,"Benton County, IA HUD Metro FMR Area",1901199999,25652,659,729,956,1209,1348
IA,19,METRO47940M47940,Black Hawk County,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",1901399999,131041,725,801,1051,1357,1763
IA,19,METRO11180M19015,Boone County,"Boone County, IA HUD Metro FMR Area",1901599999,26700,783,788,1026,1427,1500
IA,19,METRO47940N19017,Bremer County,"Bremer County, IA HUD Metro FMR Area",1901799999,25012,674,745,978,1290,1295
IA,19,NCNTY19019N19019,Buchanan County,"Buchanan County, IA",1901999999,20631,713,718,942,1281,1468
IA,19,NCNTY19021N19021,Buena Vista County,"Buena Vista County, IA",1902199999,20687,765,770,1010,1240,1337
IA,19,NCNTY19023N19023,Butler County,"Butler County, IA",1902399999,14376,682,700,919,1102,1367
IA,19,NCNTY19025N19025,Calhoun County,"Calhoun County, IA",1902599999,9893,682,736,919,1162,1217
IA,19,NCNTY19027N19027,Carroll County,"Carroll County, IA",1902799999,20728,775,788,919,1162,1217
IA,19,NCNTY19029N19029,Cass County,"Cass County, IA",1902999999,13116,682,710,919,1278,1496
IA,19,NCNTY19031N19031,Cedar County,"Cedar County, IA",1903199999,18479,717,736,966,1259,1279
IA,19,NCNTY19033N19033,Cerro Gordo County,"Cerro Gordo County, IA",1903399999,42979,746,750,949,1226,1446
IA,19,NCNTY19035N19035,Cherokee County,"Cherokee County, IA",1903599999,11601,682,811,919,1278,1414
IA,19,NCNTY19037N19037,Chickasaw County,"Chickasaw County, IA",1903799999,11957,682,778,919,1278,1293
IA,19,NCNTY19039N19039,Clarke County,"Clarke County, IA",1903999999,9737,682,803,919,1222,1227
IA,19,NCNTY19041N19041,Clay County,"Clay County, IA",1904199999,16423,682,700,919,1198,1217
IA,19,NCNTY19043N19043,Clayton County,"Clayton County, IA",1904399999,17123,682,700,919,1127,1304
IA,19,NCNTY19045N19045,Clinton County,"Clinton County, IA",1904599999,46488,659,729,956,1184,1507
IA,19,NCNTY19047N19047,Crawford County,"Crawford County, IA",1904799999,16450,682,788,919,1212,1451
IA,19,METRO19780M19780,Dallas County,"Des Moines-West Des Moines, IA HUD Metro FMR Area",1904999999,100367,1063,1109,1318,1794,1841
IA,19,NCNTY19051N19051,Davis County,"Davis County, IA",1905199999,9093,774,795,1043,1251,1392
IA,19,NCNTY19053N19053,Decatur County,"Decatur County, IA",1905399999,7684,634,700,919,1102,1542
IA,19,NCNTY19055N19055,Delaware County,"Delaware County, IA",1905599999,17523,682,838,919,1102,1227
IA,19,NCNTY19057N19057,Des Moines County,"Des Moines County, IA",1905799999,38824,733,810,1063,1369,1426
IA,19,NCNTY19059N19059,Dickinson County,"Dickinson County, IA",1905999999,17692,826,831,1091,1314,1445
IA,19,METRO20220M20220,Dubuque County,"Dubuque, IA MSA",1906199999,98812,774,841,1077,1450,1807
IA,19,NCNTY19063N19063,Emmet County,"Emmet County, IA",1906399999,9349,682,771,919,1222,1227
IA,19,NCNTY19065N19065,Fayette County,"Fayette County, IA",1906599999,19519,682,723,919,1210,1439
IA,19,NCNTY19067N19067,Floyd County,"Floyd County, IA",1906799999,15601,682,700,919,1192,1217
IA,19,NCNTY19069N19069,Franklin County,"Franklin County, IA",1906999999,10015,682,700,919,1168,1542
IA,19,NCNTY19071N19071,Fremont County,"Fremont County, IA",1907199999,6639,682,708,919,1278,1379
IA,19,NCNTY19073N19073,Greene County,"Greene County, IA",1907399999,8801,682,700,919,1278,1486
IA,19,METRO47940M47940,Grundy County,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",1907599999,12351,725,801,1051,1357,1763
IA,19,METRO19780M19780,Guthrie County,"Des Moines-West Des Moines, IA HUD Metro FMR Area",1907799999,10619,1063,1109,1318,1794,1841
IA,19,NCNTY19079N19079,Hamilton County,"Hamilton County, IA",1907999999,14979,738,791,994,1192,1316
IA,19,NCNTY19081N19081,Hancock County,"Hancock County, IA",1908199999,10790,682,745,919,1170,1542
IA,19,NCNTY19083N19083,Hardin County,"Hardin County, IA",1908399999,16861,682,700,919,1208,1347
IA,19,METRO36540M36540,Harrison County,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",1908599999,14623,1090,1148,1368,1813,2046
IA,19,NCNTY19087N19087,Henry County,"Henry County, IA",1908799999,20436,647,716,939,1242,1360
IA,19,NCNTY19089N19089,Howard County,"Howard County, IA",1908999999,9479,682,838,919,1278,1476
IA,19,NCNTY19091N19091,Humboldt County,"Humboldt County, IA",1909199999,9606,682,798,919,1278,1436
IA,19,NCNTY19093N19093,Ida County,"Ida County, IA",1909399999,6969,682,764,919,1102,1217
IA,19,NCNTY19095N19095,Iowa County,"Iowa County, IA",1909599999,16575,682,709,919,1278,1452
IA,19,NCNTY19097N19097,Jackson County,"Jackson County, IA",1909799999,19470,682,700,919,1178,1217
IA,19,METRO19780M19099,Jasper County,"Jasper County, IA HUD Metro FMR Area",1909999999,37808,784,789,1008,1348,1372
IA,19,NCNTY19101N19101,Jefferson County,"Jefferson County, IA",1910199999,15785,821,826,1084,1300,1435
IA,19,METRO26980MM3500,Johnson County,"Iowa City, IA HUD Metro FMR Area",1910399999,153360,880,961,1141,1587,1914
IA,19,METRO16300N19105,Jones County,"Jones County, IA HUD Metro FMR Area",1910599999,20733,634,711,919,1212,1217
IA,19,NCNTY19107N19107,Keokuk County,"Keokuk County, IA",1910799999,10026,682,764,919,1178,1227
IA,19,NCNTY19109N19109,Kossuth County,"Kossuth County, IA",1910999999,14718,682,700,919,1102,1217
IA,19,NCNTY19111N19111,Lee County,"Lee County, IA",1911199999,33442,663,733,962,1270,1330
IA,19,METRO16300M16300,Linn County,"Cedar Rapids, IA HUD Metro FMR Area",1911399999,229308,738,816,1071,1490,1797
IA,19,NCNTY19115N19115,Louisa County,"Louisa County, IA",1911599999,10823,682,700,919,1124,1223
IA,19,NCNTY19117N19117,Lucas County,"Lucas County, IA",1911799999,8666,724,743,975,1250,1302
IA,19,NCNTY19119N19119,Lyon County,"Lyon County, IA",1911999999,12023,682,700,919,1102,1217
IA,19,METRO19780M19780,Madison County,"Des Moines-West Des Moines, IA HUD Metro FMR Area",1912199999,16609,1063,1109,1318,1794,1841
IA,19,NCNTY19123N19123,Mahaska County,"Mahaska County, IA",1912399999,22059,717,722,947,1135,1254
IA,19,NCNTY19125N19125,Marion County,"Marion County, IA",1912599999,33487,701,808,1016,1218,1356
IA,19,NCNTY19127N19127,Marshall County,"Marshall County, IA",1912799999,40049,712,731,959,1265,1270
IA,19,METRO36540M36540,Mills County,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",1912999999,14605,1090,1148,1368,1813,2046
IA,19,NCNTY19131N19131,Mitchell County,"Mitchell County, IA",1913199999,10537,682,774,919,1156,1227
IA,19,NCNTY19133N19133,Monona County,"Monona County, IA",1913399999,8671,682,700,919,1145,1542
IA,19,NCNTY19135N19135,Monroe County,"Monroe County, IA",1913599999,7574,682,700,919,1222,1227
IA,19,NCNTY19137N19137,Montgomery County,"Montgomery County, IA",1913799999,10285,682,838,919,1265,1319
IA,19,NCNTY19139N19139,Muscatine County,"Muscatine County, IA",1913999999,42968,795,858,1071,1374,1605
IA,19,NCNTY19141N19141,O'Brien County,"O'Brien County, IA",1914199999,14138,682,700,919,1111,1217
IA,19,NCNTY19143N19143,Osceola County,"Osceola County, IA",1914399999,6149,682,700,919,1212,1217
IA,19,NCNTY19145N19145,Page County,"Page County, IA",1914599999,15225,682,700,919,1147,1225
IA,19,NCNTY19147N19147,Palo Alto County,"Palo Alto County, IA",1914799999,8938,682,700,919,1222,1227
IA,19,NCNTY19149N19149,Plymouth County,"Plymouth County, IA",1914999999,25621,767,772,980,1287,1366
IA,19,NCNTY19151N19151,Pocahontas County,"Pocahontas County, IA",1915199999,7061,658,700,919,1125,1217
IA,19,METRO19780M19780,Polk County,"Des Moines-West Des Moines, IA HUD Metro FMR Area",1915399999,493378,1063,1109,1318,1794,1841
IA,19,METRO36540M36540,Pottawattamie County,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",1915599999,93543,1090,1148,1368,1813,2046
IA,19,NCNTY19157N19157,Poweshiek County,"Poweshiek County, IA",1915799999,18608,733,853,988,1303,1308
IA,19,NCNTY19159N19159,Ringgold County,"Ringgold County, IA",1915999999,4690,682,748,919,1125,1227
IA,19,NCNTY19161N19161,Sac County,"Sac County, IA",1916199999,9778,786,791,919,1226,1231
IA,19,METRO19340M19340,Scott County,"Davenport-Moline-Rock Island, IA-IL MSA",1916399999,174315,817,928,1143,1498,1819
IA,19,NCNTY19165N19165,Shelby County,"Shelby County, IA",1916599999,11737,682,838,919,1278,1309
IA,19,NCNTY19167N19167,Sioux County,"Sioux County, IA",1916799999,35815,735,740,971,1246,1351
IA,19,METRO11180M11180,Story County,"Ames, IA HUD Metro FMR Area",1916999999,98573,972,1026,1153,1601,1934
IA,19,NCNTY19171N19171,Tama County,"Tama County, IA",1917199999,17017,698,717,941,1174,1330
IA,19,NCNTY19173N19173,Taylor County,"Taylor County, IA",1917399999,5916,682,700,919,1116,1217
IA,19,NCNTY19175N19175,Union County,"Union County, IA",1917599999,12107,634,700,919,1212,1217
IA,19,NCNTY19177N19177,Van Buren County,"Van Buren County, IA",1917799999,7207,682,713,919,1102,1510
IA,19,NCNTY19179N19179,Wapello County,"Wapello County, IA",1917999999,35292,793,814,1068,1354,1468
IA,19,METRO19780M19780,Warren County,"Des Moines-West Des Moines, IA HUD Metro FMR Area",1918199999,52709,1063,1109,1318,1794,1841
IA,19,METRO26980N19183,Washington County,"Washington County, IA HUD Metro FMR Area",1918399999,22534,728,733,962,1191,1274
IA,19,NCNTY19185N19185,Wayne County,"Wayne County, IA",1918599999,6484,682,734,919,1193,1227
IA,19,NCNTY19187N19187,Webster County,"Webster County, IA",1918799999,36986,696,700,919,1182,1542
IA,19,NCNTY19189N19189,Winnebago County,"Winnebago County, IA",1918999999,10704,682,731,919,1222,1392
IA,19,NCNTY19191N19191,Winneshiek County,"Winneshiek County, IA",1919199999,20050,682,700,919,1212,1217
IA,19,METRO43580M43580,Woodbury County,"Sioux City, IA-NE-SD MSA",1919399999,105526,796,925,1154,1386,1528
IA,19,NCNTY19195N19195,Worth County,"Worth County, IA",1919599999,7417,682,700,919,1278,1364
IA,19,NCNTY19197N19197,Wright County,"Wright County, IA",1919799999,12897,682,700,919,1102,1217
KS,20,NCNTY20001N20001,Allen County,"Allen County, KS",2000199999,12554,689,727,877,1216,1276
KS,20,NCNTY20003N20003,Anderson County,"Anderson County, KS",2000399999,7799,643,668,877,1146,1471
KS,20,NCNTY20005N20005,Atchison County,"Atchison County, KS",2000599999,16309,631,668,877,1220,1471
KS,20,NCNTY20007N20007,Barber County,"Barber County, KS",2000799999,4081,643,730,877,1103,1471
KS,20,NCNTY20009N20009,Barton County,"Barton County, KS",2000999999,25477,643,693,877,1220,1296
KS,20,NCNTY20011N20011,Bourbon County,"Bourbon County, KS",2001199999,14405,645,713,936,1122,1352
KS,20,NCNTY20013N20013,Brown County,"Brown County, KS",2001399999,9486,643,668,877,1143,1162
KS,20,METRO48620M48620,Butler County,"Wichita, KS HUD Metro FMR Area",2001599999,67618,782,849,1099,1444,1784
KS,20,NCNTY20017N20017,Chase County,"Chase County, KS",2001799999,2570,643,712,877,1184,1276
KS,20,NCNTY20019N20019,Chautauqua County,"Chautauqua County, KS",2001999999,3389,643,668,877,1108,1161
